date,id,name,odd,supername,hypername
2023-12-30 01:04:22.763190,1920371219,Méně než 80.5,1.78,,Cena 1 barel ropa Brent v USD dne 14.2.2024 v 15:02 SEČ (vyhodnocení podle kurzy.cz)
2023-12-30 01:04:22.763190,1920371220,80.5 a více,1.9,,Cena 1 barel ropa Brent v USD dne 14.2.2024 v 15:02 SEČ (vyhodnocení podle kurzy.cz)
2023-12-30 01:04:22.763190,1920371221,Méně než 2024.5,2.98,,Cena 1 oz zlata v USD dne 14.2.2024 v 15:02 SEČ (vyhodnocení podle kurzy.cz)
2023-12-30 01:04:22.763190,1920371222,2024.5 a více,1.33,,Cena 1 oz zlata v USD dne 14.2.2024 v 15:02 SEČ (vyhodnocení podle kurzy.cz)
2023-12-30 01:04:22.763190,1920371224,Méně než 48321.5,1.6,,Kurz 1 Bitcoin v USD dne 14.2.2024 v 15:02 SEČ (vyhodnocení podle kurzy.cz)
2023-12-30 01:04:22.763190,1920371223,48321.5 a více,2.16,,Kurz 1 Bitcoin v USD dne 14.2.2024 v 15:02 SEČ (vyhodnocení podle kurzy.cz)
2023-12-30 01:04:22.763190,1920371225,Méně než 24.51,3.15,,Kurz devizového trhu 1 EUR podle ČNB pro den 14.2.2024
2023-12-30 01:04:22.763190,1920371226,24.51 a více,1.3,,Kurz devizového trhu 1 EUR podle ČNB pro den 14.2.2024
2023-12-30 04:07:37.633270,1920371219,Méně než 80.5,1.78,,Cena 1 barel ropa Brent v USD dne 14.2.2024 v 15:02 SEČ (vyhodnocení podle kurzy.cz)
2023-12-30 04:07:37.633270,1920371220,80.5 a více,1.9,,Cena 1 barel ropa Brent v USD dne 14.2.2024 v 15:02 SEČ (vyhodnocení podle kurzy.cz)
2023-12-30 04:07:37.633270,1920371221,Méně než 2024.5,2.98,,Cena 1 oz zlata v USD dne 14.2.2024 v 15:02 SEČ (vyhodnocení podle kurzy.cz)
2023-12-30 04:07:37.633270,1920371222,2024.5 a více,1.33,,Cena 1 oz zlata v USD dne 14.2.2024 v 15:02 SEČ (vyhodnocení podle kurzy.cz)
2023-12-30 04:07:37.633270,1920371224,Méně než 48321.5,1.6,,Kurz 1 Bitcoin v USD dne 14.2.2024 v 15:02 SEČ (vyhodnocení podle kurzy.cz)
2023-12-30 04:07:37.633270,1920371223,48321.5 a více,2.16,,Kurz 1 Bitcoin v USD dne 14.2.2024 v 15:02 SEČ (vyhodnocení podle kurzy.cz)
2023-12-30 04:07:37.633270,1920371225,Méně než 24.51,3.15,,Kurz devizového trhu 1 EUR podle ČNB pro den 14.2.2024
2023-12-30 04:07:37.633270,1920371226,24.51 a více,1.3,,Kurz devizového trhu 1 EUR podle ČNB pro den 14.2.2024
2023-12-30 12:07:45.376488,1920371219,Méně než 80.5,1.78,,Cena 1 barel ropa Brent v USD dne 14.2.2024 v 15:02 SEČ (vyhodnocení podle kurzy.cz)
2023-12-30 12:07:45.376488,1920371220,80.5 a více,1.9,,Cena 1 barel ropa Brent v USD dne 14.2.2024 v 15:02 SEČ (vyhodnocení podle kurzy.cz)
