date,id,name,odd,supername,hypername
2024-01-28 20:07:08.231796,1948120242,Murphy Cillian,1.17,,Vítěz
2024-01-28 20:07:08.231796,1948120243,Giamatti Paul,4.0,,Vítěz
2024-01-28 20:07:08.231796,1948120245,Cooper Bradley,12.0,,Vítěz
2024-01-28 20:07:08.231796,1948120244,Keoghan Barry,30.0,,Vítěz
2024-01-28 20:07:08.231796,1948120240,Domingo Colman,50.0,,Vítěz
2024-01-28 20:07:08.231796,1948120241,Yoo Teo,80.0,,Vítěz
2024-01-29 04:07:23.902345,1948120242,Murphy Cillian,1.17,,Vítěz
2024-01-29 04:07:23.902345,1948120243,Giamatti Paul,4.0,,Vítěz
2024-01-29 04:07:23.902345,1948120245,Cooper Bradley,12.0,,Vítěz
2024-01-29 04:07:23.902345,1948120244,Keoghan Barry,30.0,,Vítěz
2024-01-29 04:07:23.902345,1948120240,Domingo Colman,50.0,,Vítěz
2024-01-29 04:07:23.902345,1948120241,Yoo Teo,80.0,,Vítěz
2024-01-29 12:08:52.320994,1948120242,Murphy Cillian,1.25,,Vítěz
2024-01-29 12:08:52.320994,1948120243,Giamatti Paul,3.4,,Vítěz
2024-01-29 12:08:52.320994,1948120245,Cooper Bradley,12.0,,Vítěz
2024-01-29 12:08:52.320994,1948120244,Keoghan Barry,30.0,,Vítěz
2024-01-29 12:08:52.320994,1948120240,Domingo Colman,50.0,,Vítěz
2024-01-29 12:08:52.320994,1948120241,Yoo Teo,80.0,,Vítěz
2024-01-29 20:07:11.454675,1948120242,Murphy Cillian,1.25,,Vítěz
2024-01-29 20:07:11.454675,1948120243,Giamatti Paul,3.4,,Vítěz
2024-01-29 20:07:11.454675,1948120245,Cooper Bradley,12.0,,Vítěz
2024-01-29 20:07:11.454675,1948120244,Keoghan Barry,30.0,,Vítěz
2024-01-29 20:07:11.454675,1948120240,Domingo Colman,50.0,,Vítěz
2024-01-29 20:07:11.454675,1948120241,Yoo Teo,80.0,,Vítěz
2024-01-30 04:07:15.764818,1948120242,Murphy Cillian,1.25,,Vítěz
2024-01-30 04:07:15.764818,1948120243,Giamatti Paul,3.4,,Vítěz
2024-01-30 04:07:15.764818,1948120245,Cooper Bradley,12.0,,Vítěz
2024-01-30 04:07:15.764818,1948120244,Keoghan Barry,30.0,,Vítěz
2024-01-30 04:07:15.764818,1948120240,Domingo Colman,50.0,,Vítěz
2024-01-30 04:07:15.764818,1948120241,Yoo Teo,80.0,,Vítěz
2024-01-30 12:08:44.781061,1948120242,Murphy Cillian,1.25,,Vítěz
2024-01-30 12:08:44.781061,1948120243,Giamatti Paul,3.4,,Vítěz
2024-01-30 12:08:44.781061,1948120245,Cooper Bradley,12.0,,Vítěz
2024-01-30 12:08:44.781061,1948120244,Keoghan Barry,30.0,,Vítěz
2024-01-30 12:08:44.781061,1948120240,Domingo Colman,50.0,,Vítěz
2024-01-30 12:08:44.781061,1948120241,Yoo Teo,80.0,,Vítěz
2024-01-30 20:07:23.949945,1948120242,Murphy Cillian,1.3,,Vítěz
2024-01-30 20:07:23.949945,1948120243,Giamatti Paul,3.4,,Vítěz
2024-01-30 20:07:23.949945,1948120245,Cooper Bradley,12.0,,Vítěz
2024-01-30 20:07:23.949945,1948120244,Keoghan Barry,30.0,,Vítěz
2024-01-30 20:07:23.949945,1948120240,Domingo Colman,50.0,,Vítěz
2024-01-30 20:07:23.949945,1948120241,Yoo Teo,80.0,,Vítěz
2024-01-31 04:07:32.456510,1948120242,Murphy Cillian,1.3,,Vítěz
2024-01-31 04:07:32.456510,1948120243,Giamatti Paul,3.4,,Vítěz
2024-01-31 04:07:32.456510,1948120245,Cooper Bradley,12.0,,Vítěz
2024-01-31 04:07:32.456510,1948120244,Keoghan Barry,30.0,,Vítěz
2024-01-31 04:07:32.456510,1948120240,Domingo Colman,50.0,,Vítěz
2024-01-31 04:07:32.456510,1948120241,Yoo Teo,80.0,,Vítěz
2024-01-31 12:08:42.994803,1948120242,Murphy Cillian,1.3,,Vítěz
2024-01-31 12:08:42.994803,1948120243,Giamatti Paul,3.4,,Vítěz
2024-01-31 12:08:42.994803,1948120245,Cooper Bradley,12.0,,Vítěz
2024-01-31 12:08:42.994803,1948120244,Keoghan Barry,30.0,,Vítěz
2024-01-31 12:08:42.994803,1948120240,Domingo Colman,50.0,,Vítěz
2024-01-31 12:08:42.994803,1948120241,Yoo Teo,80.0,,Vítěz
2024-01-31 20:07:10.095050,1948120242,Murphy Cillian,1.3,,Vítěz
2024-01-31 20:07:10.095050,1948120243,Giamatti Paul,3.4,,Vítěz
2024-01-31 20:07:10.095050,1948120245,Cooper Bradley,12.0,,Vítěz
2024-01-31 20:07:10.095050,1948120244,Keoghan Barry,30.0,,Vítěz
2024-01-31 20:07:10.095050,1948120240,Domingo Colman,50.0,,Vítěz
2024-01-31 20:07:10.095050,1948120241,Yoo Teo,80.0,,Vítěz
2024-02-01 04:07:47.116056,1948120242,Murphy Cillian,1.3,,Vítěz
2024-02-01 04:07:47.116056,1948120243,Giamatti Paul,3.4,,Vítěz
2024-02-01 04:07:47.116056,1948120245,Cooper Bradley,12.0,,Vítěz
2024-02-01 04:07:47.116056,1948120244,Keoghan Barry,30.0,,Vítěz
2024-02-01 04:07:47.116056,1948120240,Domingo Colman,50.0,,Vítěz
2024-02-01 04:07:47.116056,1948120241,Yoo Teo,80.0,,Vítěz
2024-02-01 12:08:36.903167,1948120242,Murphy Cillian,1.3,,Vítěz
2024-02-01 12:08:36.903167,1948120243,Giamatti Paul,3.4,,Vítěz
2024-02-01 12:08:36.903167,1948120245,Cooper Bradley,12.0,,Vítěz
2024-02-01 12:08:36.903167,1948120244,Keoghan Barry,30.0,,Vítěz
2024-02-01 12:08:36.903167,1948120240,Domingo Colman,50.0,,Vítěz
2024-02-01 12:08:36.903167,1948120241,Yoo Teo,80.0,,Vítěz
2024-02-01 20:07:10.401820,1948120242,Murphy Cillian,1.3,,Vítěz
2024-02-01 20:07:10.401820,1948120243,Giamatti Paul,3.4,,Vítěz
2024-02-01 20:07:10.401820,1948120245,Cooper Bradley,12.0,,Vítěz
2024-02-01 20:07:10.401820,1948120244,Keoghan Barry,30.0,,Vítěz
2024-02-01 20:07:10.401820,1948120240,Domingo Colman,50.0,,Vítěz
2024-02-01 20:07:10.401820,1948120241,Yoo Teo,80.0,,Vítěz
