date,Ano,Ne
2022-11-27,115.0,1.0
2022-11-28,120.0,1.0
2022-11-29,120.0,1.0
2022-11-30,120.0,1.0
2022-12-01,120.0,1.0
2022-12-02,120.0,1.0
2022-12-05,120.0,1.0
2022-12-06,120.0,1.0
2022-12-07,120.0,1.0
2022-12-08,120.0,1.0
2022-12-09,120.0,1.0
2022-12-10,120.0,1.0
2022-12-11,120.0,1.0
2022-12-12,120.0,1.0
2022-12-13,120.0,1.0
2022-12-14,120.0,1.0
2022-12-15,120.0,1.0
2022-12-16,120.0,1.0
2022-12-17,120.0,1.0
2022-12-18,130.0,1.0
2022-12-19,150.0,1.0
2022-12-20,200.0,1.0
2022-12-21,200.0,1.0
2022-12-22,200.0,1.0
2022-12-23,200.0,1.0
2022-12-24,200.0,1.0
2022-12-25,200.0,1.0
