date,Ano,Ne
2022-11-27,40.0,1.0
2022-11-28,40.0,1.0
2022-11-29,40.0,1.0
2022-11-30,40.0,1.0
2022-12-01,40.0,1.0
2022-12-02,40.0,1.0
2022-12-05,40.0,1.0
2022-12-06,40.0,1.0
2022-12-07,40.0,1.0
2022-12-08,40.0,1.0
2022-12-09,40.0,1.0
2022-12-10,40.0,1.0
2022-12-11,40.0,1.0
2022-12-12,40.0,1.0
2022-12-13,40.0,1.0
2022-12-14,40.0,1.0
2022-12-15,40.0,1.0
2022-12-16,40.0,1.0
2022-12-17,40.0,1.0
2022-12-18,40.0,1.0
2022-12-19,40.0,1.0
2022-12-20,40.0,1.0
2022-12-21,40.0,1.0
2022-12-22,40.0,1.0
2022-12-23,40.0,1.0
2022-12-24,40.0,1.0
2022-12-25,40.0,1.0
