id,name,odd,date
1583752599,Méně než 56.51%,1.33,2023-01-17T16:08:06.914859
1583752600,56.51% a více,2.98,2023-01-17T16:08:06.914859
1583752599,Méně než 56.51%,1.33,2023-01-17T22:07:41.546629
1583752600,56.51% a více,2.98,2023-01-17T22:07:41.546629
1583752599,Méně než 56.51%,1.4,2023-01-18T09:08:35.189003
1583752600,56.51% a více,2.68,2023-01-18T09:08:35.189003
1583752599,Méně než 56.51%,1.4,2023-01-18T12:08:30.250747
1583752600,56.51% a více,2.68,2023-01-18T12:08:30.250747
1583752599,Méně než 56.51%,1.46,2023-01-18T16:08:08.438417
1583752600,56.51% a více,2.5,2023-01-18T16:08:08.438417
1583752599,Méně než 56.51%,1.46,2023-01-18T22:07:44.796954
1583752600,56.51% a více,2.5,2023-01-18T22:07:44.796954
1583752599,Méně než 56.51%,1.46,2023-01-19T01:38:08.501239
1583752600,56.51% a více,2.5,2023-01-19T01:38:08.501239
1583752599,Méně než 56.51%,1.58,2023-01-19T09:07:59.527422
1583752600,56.51% a více,2.2,2023-01-19T09:07:59.527422
1583752599,Méně než 56.51%,1.58,2023-01-19T12:08:40.885180
1583752600,56.51% a více,2.2,2023-01-19T12:08:40.885180
1583752599,Méně než 56.51%,1.58,2023-01-19T16:08:24.557687
1583752600,56.51% a více,2.2,2023-01-19T16:08:24.557687
1583752599,Méně než 56.51%,1.6,2023-01-19T19:07:36.643784
1583752600,56.51% a více,2.16,2023-01-19T19:07:36.643784
1583752599,Méně než 56.51%,1.6,2023-01-19T22:07:44.827069
1583752600,56.51% a více,2.16,2023-01-19T22:07:44.827069
1583752599,Méně než 56.51%,1.8,2023-01-20T19:07:22.384212
1583752600,56.51% a více,1.88,2023-01-20T19:07:22.384212
