date,id,name,odd
2022-03-29T19:26:03.544884,1404211262,Koleník Ján,1.22
2022-03-29T19:26:03.544884,1404211255,Mórová Diana,4.5
2022-03-29T19:26:03.544884,1404211254,Svarinská Kristína,6.5
2022-03-29T19:26:03.544884,1404211261,Bardy Adam,7.0
2022-03-29T19:26:03.544884,1404211260,Kubovčíková Šebová Zuzana,15.0
2022-03-29T19:26:03.544884,1404211259,Végh Attila,17.0
2022-03-29T19:26:03.544884,1404211257,Cibulková Dominika,50.0
2022-03-29T19:26:03.544884,1404211256,Kovačič Michal,130.0
2022-03-29T20:13:14.792442,1404211262,Koleník Ján,1.22
2022-03-29T20:13:14.792442,1404211255,Mórová Diana,4.5
2022-03-29T20:13:14.792442,1404211254,Svarinská Kristína,6.5
2022-03-29T20:13:14.792442,1404211261,Bardy Adam,7.0
2022-03-29T20:13:14.792442,1404211260,Kubovčíková Šebová Zuzana,15.0
2022-03-29T20:13:14.792442,1404211259,Végh Attila,17.0
2022-03-29T20:13:14.792442,1404211257,Cibulková Dominika,50.0
2022-03-29T20:13:14.792442,1404211256,Kovačič Michal,130.0
2022-03-30T04:17:45.948414,1404211262,Koleník Ján,1.22
2022-03-30T04:17:45.948414,1404211255,Mórová Diana,4.5
2022-03-30T04:17:45.948414,1404211254,Svarinská Kristína,6.5
2022-03-30T04:17:45.948414,1404211261,Bardy Adam,7.0
2022-03-30T04:17:45.948414,1404211260,Kubovčíková Šebová Zuzana,15.0
2022-03-30T04:17:45.948414,1404211259,Végh Attila,17.0
2022-03-30T04:17:45.948414,1404211257,Cibulková Dominika,50.0
2022-03-30T04:17:45.948414,1404211256,Kovačič Michal,130.0
2022-03-30T16:18:09.354970,1404211262,Koleník Ján,1.22
2022-03-30T16:18:09.354970,1404211255,Mórová Diana,4.5
2022-03-30T16:18:09.354970,1404211254,Svarinská Kristína,6.5
2022-03-30T16:18:09.354970,1404211261,Bardy Adam,7.0
2022-03-30T16:18:09.354970,1404211260,Kubovčíková Šebová Zuzana,15.0
2022-03-30T16:18:09.354970,1404211259,Végh Attila,17.0
2022-03-30T16:18:09.354970,1404211257,Cibulková Dominika,50.0
2022-03-30T16:18:09.354970,1404211256,Kovačič Michal,130.0
2022-03-31T04:17:50.502049,1404211262,Koleník Ján,1.22
2022-03-31T04:17:50.502049,1404211255,Mórová Diana,4.5
2022-03-31T04:17:50.502049,1404211254,Svarinská Kristína,6.5
2022-03-31T04:17:50.502049,1404211261,Bardy Adam,7.0
2022-03-31T04:17:50.502049,1404211260,Kubovčíková Šebová Zuzana,15.0
2022-03-31T04:17:50.502049,1404211259,Végh Attila,17.0
2022-03-31T04:17:50.502049,1404211257,Cibulková Dominika,50.0
2022-03-31T04:17:50.502049,1404211256,Kovačič Michal,130.0
2022-03-31T16:19:50.270692,1404211262,Koleník Ján,1.22
2022-03-31T16:19:50.270692,1404211255,Mórová Diana,4.0
2022-03-31T16:19:50.270692,1404211254,Svarinská Kristína,6.5
2022-03-31T16:19:50.270692,1404211261,Bardy Adam,7.0
2022-03-31T16:19:50.270692,1404211260,Kubovčíková Šebová Zuzana,15.0
2022-03-31T16:19:50.270692,1404211259,Végh Attila,17.0
2022-03-31T16:19:50.270692,1404211257,Cibulková Dominika,50.0
2022-03-31T16:19:50.270692,1404211256,Kovačič Michal,130.0
2022-04-01T04:20:21.949853,1404211262,Koleník Ján,1.22
2022-04-01T04:20:21.949853,1404211255,Mórová Diana,4.0
2022-04-01T04:20:21.949853,1404211254,Svarinská Kristína,6.5
2022-04-01T04:20:21.949853,1404211261,Bardy Adam,7.0
2022-04-01T04:20:21.949853,1404211260,Kubovčíková Šebová Zuzana,15.0
2022-04-01T04:20:21.949853,1404211259,Végh Attila,17.0
2022-04-01T04:20:21.949853,1404211257,Cibulková Dominika,50.0
2022-04-01T04:20:21.949853,1404211256,Kovačič Michal,130.0
2022-04-01T16:21:18.148087,1404211262,Koleník Ján,1.22
2022-04-01T16:21:18.148087,1404211255,Mórová Diana,4.0
2022-04-01T16:21:18.148087,1404211254,Svarinská Kristína,6.5
2022-04-01T16:21:18.148087,1404211261,Bardy Adam,7.0
2022-04-01T16:21:18.148087,1404211260,Kubovčíková Šebová Zuzana,15.0
2022-04-01T16:21:18.148087,1404211259,Végh Attila,17.0
2022-04-01T16:21:18.148087,1404211257,Cibulková Dominika,50.0
2022-04-01T16:21:18.148087,1404211256,Kovačič Michal,130.0
