date,id,name,event_name,selection_id,odd
2024-09-16,2105458715,Ano,Vítěz Kortyš Michal,25-POSITION_PLAYER-a,1.92
2024-09-16,2105458716,Ne,Vítěz Kortyš Michal,25-POSITION_PLAYER-a,1.77
2024-09-15,2105458715,Ano,Vítěz Kortyš Michal,25-POSITION_PLAYER-a,1.84
2024-09-15,2105458716,Ne,Vítěz Kortyš Michal,25-POSITION_PLAYER-a,1.84
2024-09-14,2105458715,Ano,Vítěz Kortyš Michal,25-POSITION_PLAYER-a,1.84
2024-09-14,2105458716,Ne,Vítěz Kortyš Michal,25-POSITION_PLAYER-a,1.84
2024-09-13,2105458715,Ano,Vítěz Kortyš Michal,25-POSITION_PLAYER-a,1.84
2024-09-13,2105458716,Ne,Vítěz Kortyš Michal,25-POSITION_PLAYER-a,1.84
2024-09-12,2105458715,Ano,Vítěz Kortyš Michal,25-POSITION_PLAYER-a,1.75
2024-09-12,2105458716,Ne,Vítěz Kortyš Michal,25-POSITION_PLAYER-a,1.9400000000000002
2024-09-11,2105458715,Ano,Vítěz Kortyš Michal,25-POSITION_PLAYER-a,1.75
2024-09-11,2105458716,Ne,Vítěz Kortyš Michal,25-POSITION_PLAYER-a,1.9400000000000002
2024-09-10,2105458715,Ano,Vítěz Kortyš Michal,25-POSITION_PLAYER-a,1.7
2024-09-10,2105458716,Ne,Vítěz Kortyš Michal,25-POSITION_PLAYER-a,2.01
2024-09-09,2105458715,Ano,Vítěz Kortyš Michal,25-POSITION_PLAYER-a,1.65
2024-09-09,2105458716,Ne,Vítěz Kortyš Michal,25-POSITION_PLAYER-a,2.08
