date,id,name,event_name,selection_id,odd
2026-02-01,2513473227,Hamnet,Vítěz,25-WINNER_NWAY-a,15.0
2026-02-01,2513473228,Jedna bitva za druhou,Vítěz,25-WINNER_NWAY-a,1.3566666666666667
2026-02-01,2513473235,Bugonia,Vítěz,25-WINNER_NWAY-a,60.0
2026-02-01,2513473234,Sny o vlacích,Vítěz,25-WINNER_NWAY-a,80.0
2026-02-01,2513473233,Hříšníci,Vítěz,25-WINNER_NWAY-a,3.6333333333333333
2026-02-01,2513473232,F1,Vítěz,25-WINNER_NWAY-a,150.0
2026-02-01,2513473231,Citová hodnota,Vítěz,25-WINNER_NWAY-a,50.0
2026-02-01,2513473230,Velký Marty,Vítěz,25-WINNER_NWAY-a,25.0
2026-02-01,2513473229,Tajný agent,Vítěz,25-WINNER_NWAY-a,100.0
2026-02-01,2513473236,Frankenstein,Vítěz,25-WINNER_NWAY-a,70.0
2026-01-31,2513473228,Jedna bitva za druhou,Vítěz,25-WINNER_NWAY-a,1.37
2026-01-31,2513473236,Frankenstein,Vítěz,25-WINNER_NWAY-a,70.0
2026-01-31,2513473235,Bugonia,Vítěz,25-WINNER_NWAY-a,60.0
2026-01-31,2513473234,Sny o vlacích,Vítěz,25-WINNER_NWAY-a,80.0
2026-01-31,2513473233,Hříšníci,Vítěz,25-WINNER_NWAY-a,3.5
2026-01-31,2513473232,F1,Vítěz,25-WINNER_NWAY-a,150.0
2026-01-31,2513473231,Citová hodnota,Vítěz,25-WINNER_NWAY-a,50.0
2026-01-31,2513473230,Velký Marty,Vítěz,25-WINNER_NWAY-a,25.0
2026-01-31,2513473229,Tajný agent,Vítěz,25-WINNER_NWAY-a,100.0
2026-01-31,2513473227,Hamnet,Vítěz,25-WINNER_NWAY-a,15.0
