date,match_id,match_name,match_url,competition_id,competition_name,sport_id,sport_name,date_closed
2023-05-25 00:18:12.952011,4994063,Politické události v roce 2023,/spolecenske-sazky-politicke-udalosti-v-roce-2023-4994063,103485,Politické sázky na rok 2023,3633,Politika,2023-05-28T23:00:00
2023-05-25 00:18:12.952011,5269323,Slovensko - hlasování o vyslovení důvěry vládě,/spolecenske-sazky-slovensko-hlasovani-o-vysloveni-duvery-vlade-5269323,106824,Slovensko - hlasování o vyslovení důvěry vládě,3633,Politika,2023-06-01T10:00:00
2023-05-25 00:18:12.952011,5200701,Messi bude 2.9.2023 hráčem týmu (ne hostování),/spolecenske-sazky-messi-bude-292023-hracem-tymu-ne-hostovani-5200701,105743,Messi 2.9.2023 hráčem týmu,3634,Sportovní sázky,2023-05-26T20:00:00
2023-05-25 00:18:12.952011,4908797,Prezidentské volby USA 2024,/spolecenske-sazky-prezidentske-volby-usa-2024-4908797,101839,USA - Prezidentské volby USA 2024,3633,Politika,2024-11-05T12:00:00
2023-05-25 00:18:12.952011,5174127,Ekonomické události v roce 2023,/spolecenske-sazky-ekonomicke-udalosti-v-roce-2023-5174127,105343,Ekonomické sázky na rok 2023,3631,Finance,2023-05-30T22:00:00
2023-05-25 00:18:12.952011,5296416,Nejvyšší naměřená teplota v ČR 1.7.-1.9.2023,/spolecenske-sazky-nejvyssi-namerena-teplota-v-cr-17-192023-5296416,102960,Počasí v ČR 2023,191,Společenské sázky,2023-06-30T23:00:00
2023-05-25 00:18:12.952011,5296418,Nejvyšší naměřená teplota v SR 1.7.-1.9.2023,/spolecenske-sazky-nejvyssi-namerena-teplota-v-sr-17-192023-5296418,102959,Počasí v SR 2023,191,Společenské sázky,2023-06-30T23:00:00
2023-05-25 00:18:12.952011,4901596,Ceny komodit a devizové kurzy,/spolecenske-sazky-ceny-komodit-a-devizove-kurzy-4901596,95954,Ceny komodit a devizové kurzy,3631,Finance,2023-06-01T15:00:00
2023-05-25 00:18:12.952011,5106494,Zlatý míč 2023,/spolecenske-sazky-zlaty-mic-2023-5106494,102958,Zlatý míč 2023,3634,Sportovní sázky,2023-10-01T20:00:00
2023-05-25 00:18:12.952011,4994060,Turecko - Prezidentské volby 2023 - celkově,/spolecenske-sazky-turecko-prezidentske-volby-2023-celkove-4994060,103484,Turecko - Prezidentské volby 2023,3633,Politika,2023-05-28T07:00:00
2023-05-25 00:18:12.952011,5259903,Slovensko - první premiér s důvěrou NRSR po volbách,/spolecenske-sazky-slovensko-prvni-premier-s-duverou-nrsr-po-volbach-5259903,105903,Slovensko - předčasné parlamentní volby 2023,3633,Politika,2023-09-30T07:00:00
2023-05-25 00:18:12.952011,4964174,Maximální denní teplota ve stupních C,/spolecenske-sazky-maximalni-denni-teplota-ve-stupnich-c-4964174,102960,Počasí v ČR 2023,191,Společenské sázky,2023-05-30T21:30:00
2023-05-24 23:32:55.783549,4994063,Politické události v roce 2023,/spolecenske-sazky-politicke-udalosti-v-roce-2023-4994063,103485,Politické sázky na rok 2023,3633,Politika,2023-05-28T21:00:00
2023-05-24 23:32:55.783549,5269323,Slovensko - hlasování o vyslovení důvěry vládě,/spolecenske-sazky-slovensko-hlasovani-o-vysloveni-duvery-vlade-5269323,106824,Slovensko - hlasování o vyslovení důvěry vládě,3633,Politika,2023-06-01T08:00:00
2023-05-24 23:32:55.783549,5200701,Messi bude 2.9.2023 hráčem týmu (ne hostování),/spolecenske-sazky-messi-bude-292023-hracem-tymu-ne-hostovani-5200701,105743,Messi 2.9.2023 hráčem týmu,3634,Sportovní sázky,2023-05-26T18:00:00
2023-05-24 23:32:55.783549,4908797,Prezidentské volby USA 2024,/spolecenske-sazky-prezidentske-volby-usa-2024-4908797,101839,USA - Prezidentské volby USA 2024,3633,Politika,2024-11-05T11:00:00
2023-05-24 23:32:55.783549,5174127,Ekonomické události v roce 2023,/spolecenske-sazky-ekonomicke-udalosti-v-roce-2023-5174127,105343,Ekonomické sázky na rok 2023,3631,Finance,2023-05-30T20:00:00
2023-05-24 23:32:55.783549,5296416,Nejvyšší naměřená teplota v ČR 1.7.-1.9.2023,/spolecenske-sazky-nejvyssi-namerena-teplota-v-cr-17-192023-5296416,102960,Počasí v ČR 2023,191,Společenské sázky,2023-06-30T21:00:00
2023-05-24 23:32:55.783549,5296418,Nejvyšší naměřená teplota v SR 1.7.-1.9.2023,/spolecenske-sazky-nejvyssi-namerena-teplota-v-sr-17-192023-5296418,102959,Počasí v SR 2023,191,Společenské sázky,2023-06-30T21:00:00
2023-05-24 23:32:55.783549,4901596,Ceny komodit a devizové kurzy,/spolecenske-sazky-ceny-komodit-a-devizove-kurzy-4901596,95954,Ceny komodit a devizové kurzy,3631,Finance,2023-06-01T13:00:00
2023-05-24 23:32:55.783549,5106494,Zlatý míč 2023,/spolecenske-sazky-zlaty-mic-2023-5106494,102958,Zlatý míč 2023,3634,Sportovní sázky,2023-10-01T18:00:00
2023-05-24 23:32:55.783549,4994060,Turecko - Prezidentské volby 2023 - celkově,/spolecenske-sazky-turecko-prezidentske-volby-2023-celkove-4994060,103484,Turecko - Prezidentské volby 2023,3633,Politika,2023-05-28T05:00:00
2023-05-24 23:32:55.783549,5259903,Slovensko - první premiér s důvěrou NRSR po volbách,/spolecenske-sazky-slovensko-prvni-premier-s-duverou-nrsr-po-volbach-5259903,105903,Slovensko - předčasné parlamentní volby 2023,3633,Politika,2023-09-30T05:00:00
2023-05-24 23:32:55.783549,4964174,Maximální denní teplota ve stupních C,/spolecenske-sazky-maximalni-denni-teplota-ve-stupnich-c-4964174,102960,Počasí v ČR 2023,191,Společenské sázky,2023-05-30T19:30:00
