date,title,odds,date_bet,identifier
2017-04-21T10:03:01.733269,"0 - 69,99 %",2.50,22.04.2017 23:59,1
2017-04-21T10:03:01.733269,70 a víc %,1.45,22.04.2017 23:59,3
2017-04-21T10:03:01.733269,"0 - 72,49 %",1.85,22.04.2017 23:59,4
2017-04-21T10:03:01.733269,"72,5 a víc %",1.85,22.04.2017 23:59,5
2017-04-21T10:03:01.733269,"0 - 74,99 %",1.40,22.04.2017 23:59,6
2017-04-21T10:03:01.733269,75 a víc %,2.70,22.04.2017 23:59,7
2017-04-21T22:03:01.832751,"0 - 69,99 %",3.10,23.04.2017 07:30,1
2017-04-21T22:03:01.832751,70 a víc %,1.30,23.04.2017 07:30,3
2017-04-21T22:03:01.832751,"0 - 72,49 %",2.00,23.04.2017 07:30,4
2017-04-21T22:03:01.832751,"72,5 a víc %",1.70,23.04.2017 07:30,5
2017-04-21T22:03:01.832751,"0 - 74,99 %",1.50,23.04.2017 07:30,6
2017-04-21T22:03:01.832751,75 a víc %,2.40,23.04.2017 07:30,7
2017-04-22T10:03:02.000137,"0 - 69,99 %",3.10,23.04.2017 07:30,1
2017-04-22T10:03:02.000137,70 a víc %,1.30,23.04.2017 07:30,3
2017-04-22T10:03:02.000137,"0 - 72,49 %",2.00,23.04.2017 07:30,4
2017-04-22T10:03:02.000137,"72,5 a víc %",1.70,23.04.2017 07:30,5
2017-04-22T10:03:02.000137,"0 - 74,99 %",1.50,23.04.2017 07:30,6
2017-04-22T10:03:02.000137,75 a víc %,2.40,23.04.2017 07:30,7
2017-04-22T22:03:02.357220,"0 - 69,99 %",3.50,23.04.2017 07:30,1
2017-04-22T22:03:02.357220,70 a víc %,1.25,23.04.2017 07:30,3
2017-04-22T22:03:02.357220,"0 - 72,49 %",2.30,23.04.2017 07:30,4
2017-04-22T22:03:02.357220,"72,5 a víc %",1.55,23.04.2017 07:30,5
2017-04-22T22:03:02.357220,"0 - 74,99 %",1.65,23.04.2017 07:30,6
2017-04-22T22:03:02.357220,75 a víc %,2.10,23.04.2017 07:30,7
