date,title,odds,date_bet,identifier
2017-04-21T10:02:01.849277,"0 - 69,99 %",2.50,22.04.2017 23:59,1
2017-04-21T10:02:01.849277,70 a víc %,1.45,22.04.2017 23:59,3
2017-04-21T10:02:01.849277,"0 - 72,49 %",1.85,22.04.2017 23:59,4
2017-04-21T10:02:01.849277,"72,5 a víc %",1.85,22.04.2017 23:59,5
2017-04-21T10:02:01.849277,"0 - 74,99 %",1.40,22.04.2017 23:59,6
2017-04-21T10:02:01.849277,75 a víc %,2.70,22.04.2017 23:59,7
2017-04-21T22:02:01.811026,"0 - 69,99 %",3.10,23.04.2017 07:30,1
2017-04-21T22:02:01.811026,70 a víc %,1.30,23.04.2017 07:30,3
2017-04-21T22:02:01.811026,"0 - 72,49 %",2.00,23.04.2017 07:30,4
2017-04-21T22:02:01.811026,"72,5 a víc %",1.70,23.04.2017 07:30,5
2017-04-21T22:02:01.811026,"0 - 74,99 %",1.50,23.04.2017 07:30,6
2017-04-21T22:02:01.811026,75 a víc %,2.40,23.04.2017 07:30,7
